Name,NSE Code,Industry,Sales,Sales preceding 12months,Net profit,Net profit preceding 12months,EBIT,EBIT last year,EBIDT last year,EPS,OPM,NPM last year,Return on capital employed,Market Capitalization,Sales Growth %,Net Profit Growth %,Market Cap to Sales,Market Cap to Net Profit,Profitability Category
Palco Metals Ltd,__NA__,Castings & Forgings,194.45,165.69,2.83,3.92,6.26,6.26,7.5,7.07,3.86,1.05,11.51,33.2,17.3577162170318,-27.806122448979586,0.17073797891488818,11.731448763250883,Low Profitability
Palm Jewels,__NA__,Trading,143.52,163.21,0.41,0.48,0.67,0.56,0.64,0.41,0.44,0.3,3.23,21.57,-12.064211751730896,-14.583333333333334,0.15029264214046822,52.60975609756098,Low Profitability
Palred Technolog,PALREDTEC,Computers - Software - Medium / Small,115.99,125.39,-5.09,-5.5,1.29,1.29,2.95,-2.8,-1.3,-4.39,1.05,128.63,-7.4966105750059855,-7.454545454545457,1.108974911630313,-25.271119842829076,Loss-making
Panabyte Tech,__NA__,Trading,3.75,3.22,-0.46,-0.84,0.11,0.11,0.23,-1.05,0.27,-5.07,1.87,11.63,16.45962732919254,-45.238095238095234,3.1013333333333337,-25.282608695652176,Loss-making
Panacea Biotec,PANACEABIO,Pharmaceuticals - Indian - Bulk Drugs & Formln,559.17,551.64,-1.5,-12.19,-30.97,-30.97,5.74,-0.24,-3.59,-6.18,-3.6,829.33,1.365020665651507,-87.69483182936834,1.4831446608365972,-552.8866666666667,Loss-making
Panache Digilife,PANACHE,Computers - Hardware,96.54,96.2,0.55,1.48,8.34,8.34,9.22,0.46,6.38,3.8,12.7,141.0,0.35343035343035695,-62.83783783783784,1.4605344934742075,256.3636363636363,Low Profitability
Panafic Industri,__NA__,Finance & Investments,0.68,1.33,0.02,0.74,0.03,0.03,0.04,0.0,5.88,2.94,0.3,10.09,-48.87218045112782,-97.29729729729729,14.838235294117645,504.5,Low Profitability
Panama Petrochem,PANAMAPET,Petrochemicals,2356.74,2126.17,195.15,184.98,258.73,258.73,268.56,32.26,10.78,8.28,24.86,2404.01,10.844382151944561,5.497891663963681,1.0200573673803646,12.318780425313863,Moderate Profitability
Panasonic Carbon,__NA__,Electrodes - Graphites,51.31,46.86,18.59,16.0,25.01,25.01,25.73,38.73,29.92,36.17,16.63,253.25,9.496372172428517,16.1875,4.9356850516468525,13.62291554599247,High Profitability
Panasonic Energy,__NA__,Dry Cells,292.42,280.74,11.64,4.73,15.61,15.61,19.34,15.52,5.57,3.98,15.84,390.0,4.1604331409845425,146.08879492600423,1.3336981054647423,33.50515463917526,Low Profitability
Panch.Organics,__NA__,Pharmaceuticals - Indian - Bulk Drugs,105.22,103.48,14.11,14.33,19.66,19.66,21.4,11.98,18.0,13.41,17.35,216.55,1.6814843448009227,-1.5352407536636472,2.0580688082113667,15.347271438695962,Moderate Profitability
Panchmahal Steel,__NA__,Steel - Medium / Small,427.62,459.01,2.97,1.6,11.86,11.86,19.95,1.56,3.67,0.69,5.55,433.02,-6.838630966645604,85.625,1.012628034236004,145.7979797979798,Low Profitability
Panjon,__NA__,Pharmaceuticals - Indian - Formulations,12.55,8.65,0.16,0.1,0.18,0.18,0.4,0.1,-0.4,1.27,1.18,32.13,45.08670520231214,60.0,2.560159362549801,200.8125,Low Profitability
Pankaj Polymers,__NA__,Trading,1.76,2.09,-0.13,-0.04,0.13,0.13,0.24,-0.24,-32.39,-7.39,0.97,5.45,-15.78947368421052,225.0,3.096590909090909,-41.92307692307692,Loss-making
Panorama Studios,__NA__,Entertainment / Electronic Media Software,439.6,214.97,38.22,14.42,64.2,64.2,65.16,28.55,13.77,8.69,44.78,1207.87,104.49365027678282,165.04854368932035,2.747656960873521,31.603087388801672,Moderate Profitability
Pansari Develop.,PANSARI,Construction,56.49,48.82,5.21,4.2,10.58,10.58,12.5,2.99,12.94,9.22,5.09,178.23,15.710774272839004,24.047619047619044,3.155071694105151,34.20921305182341,Moderate Profitability
Panth Infinity,__NA__,Trading,4.72,5.99,-0.55,-3.15,-0.55,-0.55,-0.54,-0.3,-11.44,-11.65,-2.91,13.3,-21.20200333889817,-82.53968253968253,2.817796610169492,-24.18181818181818,Loss-making
Panyam Cement,__NA__,Cement - South India,120.12,83.5,-55.02,-71.88,-33.61,-33.61,-17.4,-68.59,-26.49,-45.8,-22.65,183.93,43.8562874251497,-23.45575959933221,1.5312187812187812,-3.342966194111232,Loss-making
Par Drugs & Che.,PAR,Pharmaceuticals - Indian - Bulk Drugs,95.64,97.31,14.5,14.23,19.62,19.62,23.06,11.78,23.86,15.16,25.02,301.47,-1.7161648340355582,1.8973998594518593,3.1521329987452953,20.791034482758622,High Profitability
Paradeep Phosph.,PARADEEP,Fertilizers,11575.12,12976.32,99.91,88.39,506.86,506.86,717.53,1.23,5.6,0.86,6.44,6993.24,-10.798130748933433,13.033148546215632,0.6041613391481038,69.99539585627065,Low Profitability
Parag Milk Foods,PARAGMILK,Food - Processing - Indian,3138.7,3149.55,90.58,103.13,162.1,162.1,222.35,7.59,6.28,2.89,10.97,2100.45,-0.34449365782414515,-12.169106952390186,0.6692101825596585,23.18889379553985,Low Profitability
Paragon Finance,__NA__,Finance & Investments,3.54,3.05,0.86,-0.58,1.07,1.07,1.18,2.02,30.79,24.29,3.65,24.52,16.065573770491813,-248.27586206896552,6.926553672316384,28.511627906976745,High Profitability
Paragon Fine,PARAGON,Chemicals,121.33,,14.31,,20.23,20.23,21.14,7.31,16.33,11.79,42.54,242.62,,,1.9996703206132038,16.95457721872816,Moderate Profitability
Paramount Comm.,PARACABLES,Cables - Power,1070.6,949.31,85.63,69.85,87.89,87.89,97.27,2.82,8.34,8.0,15.43,2213.57,12.776648302451251,22.591267000715824,2.067597608817486,25.850402896181247,Moderate Profitability
Paramount Cosmet,__NA__,Personal Care - Indian,21.81,24.14,0.02,0.28,1.84,1.84,2.51,0.04,2.06,0.09,5.64,20.74,-9.65202982601492,-92.85714285714285,0.9509399358092618,1037.0,Low Profitability
Paras Defence,PARAS,Engineering,253.5,238.91,30.03,32.27,45.91,45.91,59.27,8.22,20.12,11.85,9.8,5662.64,6.106902180737517,-6.941431670282001,22.33783037475345,188.56610056610057,Moderate Profitability
Parin Furniture,PARIN,Miscellaneous,81.93,,2.27,,7.39,7.39,8.96,2.04,10.7,2.77,7.27,261.27,,,3.1889417795679234,115.09691629955947,Low Profitability
Parker Agrochem,__NA__,Miscellaneous,5.46,6.15,1.07,2.51,1.09,1.09,1.28,2.24,22.34,19.6,25.53,9.44,-11.219512195121958,-57.370517928286844,1.7289377289377288,8.822429906542055,High Profitability
Parmax Pharma,__NA__,Pharmaceuticals - Indian - Bulk Drugs,11.05,13.18,-5.75,-4.13,-5.03,-5.03,-3.32,-15.37,-30.5,-52.04,-58.35,11.52,-16.16084977238239,39.22518159806296,1.0425339366515836,-2.003478260869565,Loss-making
Parnax Lab,__NA__,Pharmaceuticals - Indian - Formulations,188.71,183.25,9.63,8.82,17.4,17.4,24.36,8.37,12.47,5.1,12.92,117.15,2.9795361527967303,9.183673469387761,0.6207938106088707,12.165109034267912,Moderate Profitability
Parshva Enterpr.,__NA__,Trading,25.12,21.74,0.26,0.27,0.47,0.47,0.51,0.26,2.03,1.07,3.63,176.83,15.547378104875817,-3.703703703703707,7.039410828025478,680.1153846153846,Low Profitability
Parshwanath Corp,__NA__,Construction,0.59,0.8,0.52,0.57,0.49,0.49,0.49,1.66,-30.51,77.97,4.2,19.17,-26.250000000000007,-8.771929824561392,32.49152542372882,36.86538461538462,High Profitability
Party Cruisers,PARTYCRUS,Miscellaneous,60.79,,6.22,,8.39,8.39,10.36,5.53,16.4,10.23,35.08,146.66,,,2.4125678565553543,23.578778135048232,Moderate Profitability
Parvati Sweetner,__NA__,Sugar,80.58,64.95,1.43,1.81,6.44,6.44,11.05,0.1,13.59,1.77,4.5,184.93,24.064665127020778,-20.99447513812155,2.294986348969968,129.32167832167832,Low Profitability
Pasari Spinning,__NA__,Textiles - Cotton/Blended,0.69,0.69,0.43,-0.17,0.43,0.43,0.51,0.31,73.91,62.32,24.29,13.17,0.0,-352.9411764705882,19.086956521739133,30.627906976744185,High Profitability
Pashupati Cotsp.,PASHUPATI,Textiles - Cotton/Blended,658.38,,8.3,,28.19,28.19,39.52,5.43,4.6,1.26,9.9,725.99,,,1.102691454782952,87.46867469879517,Low Profitability
Pasupati Acrylon,PASUPTAC,Textiles - Manmade,575.23,576.65,13.19,10.82,20.98,20.98,26.85,1.48,2.8,2.29,6.09,338.7,-0.24624989161535754,21.90388170055452,0.588807955078838,25.678544351781653,Low Profitability
Pasupati Spinng.,__NA__,Textiles - Spinning - Synthetic / Blended,107.93,115.66,0.59,0.1,5.79,5.79,8.0,0.63,5.34,0.55,7.1,33.67,-6.683382327511664,489.99999999999994,0.31196145649958307,57.067796610169495,Low Profitability
Patanjali Foods,PATANJALI,Solvent Extraction,31721.35,31372.61,765.15,822.54,1249.98,1249.98,1518.81,21.14,4.03,2.41,11.05,59416.02,1.1116065893146854,-6.977168283609306,1.8730608880139086,77.65277396588904,Low Profitability
Patdiam Jeweller,__NA__,Diamond Cutting / Jewellery,103.4,,6.17,,9.71,9.71,10.57,14.29,7.22,5.97,15.36,94.54,,,0.9143133462282399,15.322528363047002,Moderate Profitability
Patel Engineerin,PATELENG,Construction,4544.11,4405.99,290.24,231.78,681.58,681.58,779.19,3.49,15.19,5.25,13.89,5595.67,3.1348232746783333,25.222193459314873,1.2314116515665334,19.279458379272327,Moderate Profitability
Patel Integrated,PATINTLOG,Miscellaneous,290.55,268.84,5.54,5.24,8.27,8.27,11.07,0.86,3.13,1.91,5.66,148.27,8.075435203094791,5.725190839694653,0.5103080364825331,26.763537906137184,Low Profitability
Patels Airtemp,__NA__,Engineering,370.76,356.52,14.69,13.79,33.01,33.01,37.07,26.85,9.46,3.96,14.35,388.39,3.99416582519915,6.526468455402469,1.0475509763728557,26.439074200136147,Low Profitability
Patron Exim,__NA__,Trading,6.58,,0.67,,0.9,0.9,0.9,0.29,-41.79,10.18,2.34,19.59,,,2.977203647416413,29.23880597014925,Moderate Profitability
Patspin India,__NA__,Textiles - Cotton/Blended,43.84,56.92,-6.65,-14.51,-1.36,-1.36,1.78,-2.15,-8.78,-20.3,-2.1,43.6,-22.979620520028107,-54.169538249483104,0.9945255474452555,-6.556390977443609,Loss-making
Pattech Fitwell,PATTECH,Castings & Forgings,37.72,,1.44,,2.99,2.99,3.22,1.86,8.48,3.82,16.02,88.43,,,2.3443796394485688,61.40972222222223,Low Profitability
Paul Merchants,__NA__,Finance & Investments,6666.58,7463.04,54.63,53.72,115.72,115.72,121.76,177.14,1.74,0.82,12.34,259.45,-10.672058571306064,1.6939687267312056,0.03891800593407714,4.749222039172615,Low Profitability
Paushak,__NA__,Chemicals,206.26,208.89,54.35,50.45,71.14,71.14,84.98,176.34,31.27,26.35,18.68,1849.26,-1.2590358561922521,7.730426164519323,8.965674391544653,34.025022999080036,High Profitability
Pavna Industries,PAVNAIND,Auto Ancillaries,316.87,319.55,12.0,15.1,26.79,26.79,37.49,8.67,10.88,3.79,13.19,648.69,-0.8386793928962624,-20.52980132450331,2.047180231640736,54.057500000000005,Low Profitability
PBM Polytex,__NA__,Textiles - Cotton/Blended,191.57,191.12,-6.45,-7.14,-8.05,-8.05,-4.39,-9.38,-4.49,-3.37,-6.59,57.26,0.23545416492255578,-9.663865546218481,0.2988985749334447,-8.87751937984496,Loss-making
PCBL Ltd,PCBL,Chemicals,6419.77,5864.8,491.11,482.44,857.11,857.11,1074.37,13.01,16.16,7.65,14.16,9678.16,9.46272677670168,1.7971146671088665,1.5075555666324494,19.706705218790088,Moderate Profitability
PDS,PDSL,Trading,10372.65,9899.13,202.68,213.9,339.39,339.39,432.82,10.93,3.78,1.95,16.43,7374.41,4.78345066687679,-5.245441795231416,0.7109475399247058,36.38449773041247,Low Profitability
Pearl Global Ind,PGIL,Textiles - Products,3436.15,3288.73,169.12,173.46,275.97,275.97,340.17,40.11,8.96,4.94,20.39,3546.19,4.48258142200789,-2.502017756255046,1.0320242131455262,20.968483916745505,Low Profitability
Pearl Green Club,__NA__,Trading,10.23,,0.17,,0.22,0.25,0.26,0.72,-2.05,1.88,1.88,36.92,,,3.608993157380254,217.17647058823528,Low Profitability
Pearl Polymers,PEARLPOLY,Trading,16.4,16.08,0.65,-1.91,0.38,0.38,0.98,0.39,-42.56,3.96,0.99,53.91,1.9900497512437831,-134.03141361256544,3.2871951219512194,82.93846153846152,Low Profitability
Pecos Hotels,__NA__,Hotels,9.96,,1.16,,1.59,1.59,1.79,8.86,17.97,11.65,33.26,24.2,,,2.4297188755020076,20.862068965517242,Moderate Profitability
Pee Cee Cosma,__NA__,Detergents / Intermediates,133.64,132.73,10.44,9.18,14.36,14.36,15.96,39.45,11.49,7.81,34.66,118.98,0.6856023506366282,13.72549019607843,0.890302304699192,11.396551724137932,Moderate Profitability
Peeti Securities,__NA__,Trading,24.83,25.13,0.41,0.3,0.52,0.52,0.6,1.09,0.68,1.65,4.66,8.93,-1.1937922801432581,36.666666666666664,0.3596455900120822,21.78048780487805,Low Profitability
Peninsula Land,PENINLAND,Construction,572.04,603.81,128.29,156.39,129.51,129.51,138.27,4.17,22.38,15.91,26.56,2178.49,-5.261588910418838,-17.967900760918216,3.8082826375777916,16.98098059084886,High Profitability
Pennar Industrie,PENIND,Steel - Medium / Small,3130.57,2976.2,98.35,93.39,246.78,246.78,313.28,7.29,8.72,3.14,15.78,2358.84,5.1868154021907245,5.311061141449827,0.75348578693337,23.98413828164718,Low Profitability
Pentagon Rubber,PENTAGON,Miscellaneous,57.77,,4.44,,6.96,6.96,7.19,5.76,12.01,7.69,27.41,90.2,,,1.5613640297732387,20.315315315315313,Moderate Profitability
Pentokey Organy,__NA__,Trading,4.4,5.01,0.87,1.03,0.89,0.89,0.89,1.39,10.0,19.77,10.09,25.77,-12.175648702594799,-15.533980582524274,5.8568181818181815,29.620689655172413,High Profitability
Peoples Invest,__NA__,Finance & Investments,0.06,0.09,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,-33.33333333333333,-100.0,41.66666666666667,,Low Profitability
Perfect Infraeng,PERFECT,Electric Equipment,5.89,,0.82,,0.33,0.33,1.47,0.5,23.09,13.92,1.04,54.91,,,9.32258064516129,66.96341463414635,Moderate Profitability
Perfect-Octave,__NA__,Entertainment / Electronic Media Software,1.52,1.09,0.23,0.27,0.56,0.56,0.56,0.07,26.32,15.13,4.77,8.22,39.44954128440366,-14.814814814814817,5.407894736842105,35.73913043478261,High Profitability
Perfectpac,__NA__,Packaging,101.12,101.75,3.98,4.36,5.49,5.49,7.53,5.98,7.07,3.94,15.53,76.11,-0.6191646191646147,-8.715596330275236,0.7526700949367088,19.123115577889447,Low Profitability
Permanent Magnet,__NA__,Electronics - Components,201.48,,20.2,,30.54,30.54,38.8,23.49,17.05,10.03,,935.65,,,4.643885249156244,46.31930693069307,Moderate Profitability
Persistent Sys,PERSISTENT,Computers - Software - Large,9821.59,9485.54,1093.49,1029.68,1463.16,1463.16,1772.53,70.98,17.06,10.9,29.17,67101.09,3.5427608760281357,6.197070934659306,6.831998688603372,61.364155136306685,Moderate Profitability
Petronet LNG,PETRONET,Miscellaneous,52728.43,52809.2,3536.2,3412.87,5046.7,5046.7,5823.26,23.57,9.87,6.71,26.39,50062.5,-0.1529468350211645,3.6136741217802006,0.9494403683174333,14.157146089022115,Moderate Profitability
Pfizer,PFIZER,Pharmaceuticals - Multinational,2193.17,2219.18,551.33,502.12,753.53,753.53,815.81,120.52,28.97,24.87,21.89,21168.6,-1.1720545426689033,9.800446108499967,9.652056156157524,38.39551629695463,High Profitability
PG Electroplast,PGEL,Electronics - Components,2746.5,2498.15,134.9,105.53,228.2,228.2,274.81,51.83,9.53,4.91,18.66,10069.05,9.941356603886872,27.830948545437323,3.6661387220098303,74.64084507042253,Low Profitability
PG Foils,__NA__,Aluminium and Aluminium Products,317.16,284.55,17.02,9.54,24.93,24.93,29.32,14.43,-6.48,5.37,6.3,234.72,11.460200316288882,78.40670859538785,0.7400681044267877,13.790834312573443,Moderate Profitability
Phaarmasia,__NA__,Pharmaceuticals - Indian - Bulk Drugs & Formln,30.59,28.1,-0.52,-1.08,-0.5,-0.5,-0.16,-0.76,-2.68,-1.7,-4.65,36.17,8.861209964412806,-51.85185185185185,1.1824125531219354,-69.5576923076923,Loss-making
Phantom Digital,PHANTOMFX,Entertainment / Electronic Media Software,89.33,72.92,24.11,18.57,34.47,34.47,39.02,17.76,42.45,26.99,66.93,518.73,22.504114097641246,29.833064081852445,5.8068957796932725,21.51513894649523,High Profitability
Phoenix Intl.,__NA__,Leather / Leather Products,27.45,27.75,2.38,1.74,10.4,10.4,14.03,1.42,49.87,8.67,2.44,82.1,-1.0810810810810836,36.78160919540229,2.9908925318761383,34.49579831932773,Moderate Profitability
Phoenix Mills,PHOENIXLTD,Construction,3977.69,3400.78,1332.75,1233.43,2038.8,2038.8,2309.0,61.51,54.73,33.51,12.6,63589.48,16.964049423955675,8.052341843477127,15.986534898395803,47.71298443068843,High Profitability
Phoenix Township,__NA__,Hotels,29.54,,196.41,,3.94,3.94,5.9,140.45,19.97,8.29,,187.39,,,6.343601895734597,0.9540756580622167,Moderate Profitability
Phosphate Co,__NA__,Fertilizers,114.96,126.33,2.02,2.97,6.6,6.6,7.59,5.6,6.25,1.76,5.98,54.11,-9.000237473284258,-31.98653198653199,0.4706854558107168,26.787128712871286,Low Profitability
Photoquip India,__NA__,Photographic And Allied Products,16.17,13.74,-2.23,-3.65,-0.77,-0.77,-0.19,-3.72,-3.22,-13.79,-4.38,14.55,17.685589519650666,-38.9041095890411,0.8998144712430426,-6.524663677130045,Loss-making
Phyto Chem (I),__NA__,Pesticides / Agrochemicals - Indian,14.81,19.36,-3.33,-1.51,-1.29,-1.29,-0.95,-7.74,-22.08,-22.48,-4.64,13.72,-23.502066115702476,120.52980132450331,0.9264010803511141,-4.12012012012012,Loss-making
Piccadily Agro,__NA__,Breweries & Distilleries,779.43,710.39,109.76,71.14,132.7,132.7,150.91,11.63,19.26,11.24,29.59,6874.0,9.718605273159808,54.28732077593478,8.819265360584017,62.62755102040816,Moderate Profitability
Piccadily Sugar,__NA__,Breweries & Distilleries,4.84,7.19,-1.9,-3.06,-4.63,-4.63,-1.74,-0.82,-64.67,-93.18,-20.95,175.07,-32.68428372739917,-37.90849673202615,36.171487603305785,-92.1421052631579,Loss-making
Pidilite Inds.,PIDILITIND,Chemicals,12382.99,12170.39,1747.42,1729.0,2502.21,2502.21,2842.87,34.0,21.83,14.53,29.72,160901.12,1.7468626724369587,1.0653556969346485,12.993721225649056,92.07924826315367,Moderate Profitability
Pil Italica Life,PILITA,Plastics Products,95.43,95.35,4.62,4.71,7.24,7.24,8.16,0.2,8.55,4.83,8.49,285.07,0.08390141583640535,-1.9108280254777041,2.9872157602431098,61.7034632034632,Low Profitability
Pilani Invest.,PILANIINVS,Finance & Investments,286.31,277.17,166.46,210.1,275.91,275.91,276.13,150.34,96.44,58.14,2.01,5789.66,3.2976151820182507,-20.771061399333647,20.221647864203135,34.78108854980175,High Profitability
Pion. Embroider.,PIONEEREMB,Textiles - Products,336.18,315.96,3.55,1.98,13.51,13.51,26.05,1.26,6.56,1.06,5.6,146.39,6.399544246107111,79.29292929292929,0.4354512463561187,41.23661971830986,Low Profitability
Pioneer Invest,__NA__,Finance & Investments,35.56,33.78,4.07,1.0,17.31,17.31,18.37,3.31,31.36,11.45,7.22,58.68,5.269390171699233,307.0,1.6501687289088862,14.417690417690416,Moderate Profitability
Piotex,__NA__,Textiles - Cotton/Blended,118.46,,3.01,,4.27,4.27,4.29,8.45,3.22,2.54,38.89,37.09,,,0.31310146885024487,12.322259136212626,Low Profitability
Piramal Enterp.,PEL,Finance & Investments,10110.47,9678.69,-1683.53,-2016.49,3143.85,3143.85,3972.81,-74.94,37.18,3.56,3.91,20969.44,4.461140918864007,-16.511859716636334,2.0740321666549626,-12.455637856171258,Low Profitability
Piramal Pharma,PPLPHARMA,Pharmaceuticals - Indian - Bulk Drugs & Formln,8171.16,7782.38,17.82,-33.34,690.57,690.57,1431.14,0.13,14.64,0.19,5.52,21032.96,4.995644006075259,-153.44931013797242,2.5740482379490794,1180.300785634119,Low Profitability
Pitti Engg.,PITTIENG,Engineering,1201.6,1121.22,90.2,74.68,171.9,171.9,225.92,28.14,14.79,7.51,19.95,3253.25,7.168976650434337,20.782003213711832,2.707431757656458,36.0670731707317,Moderate Profitability
Pix Transmission,PIXTRANS,Miscellaneous,493.06,498.59,82.99,77.65,115.47,115.47,138.43,60.91,24.29,16.83,22.57,1870.71,-1.109127740227436,6.877012234385046,3.79408185616355,22.541390528979395,High Profitability
Plada Infotech S,PLADAINFO,Computers - Software - Medium / Small,63.18,,2.52,,5.04,5.04,5.33,2.94,7.64,3.99,,26.97,,,0.4268755935422602,10.702380952380953,Low Profitability
Plastiblends (I),PLASTIBLEN,Chemicals,802.16,801.22,34.53,32.48,47.33,47.33,62.73,13.29,6.8,4.3,11.62,704.05,0.11732108534484173,6.311576354679817,0.877692729629999,20.389516362583258,Low Profitability
Platinum Industr,PLATIND,Chemicals,264.39,,43.5,,60.77,60.77,63.69,7.96,23.11,16.45,27.29,1109.77,,,4.197473429403533,25.511954022988505,High Profitability
Platinumone Bus.,__NA__,Computers - Software - Medium / Small,26.5,,1.47,,1.96,1.96,2.68,9.29,8.79,5.55,13.51,27.68,,,1.0445283018867924,18.829931972789115,Moderate Profitability
Plaza Wires,PLAZACABLE,Cables - Power,198.81,,3.68,,9.56,9.56,11.02,0.84,4.99,1.85,7.54,384.93,,,1.9361702127659575,104.60054347826086,Low Profitability
PMC Fincorp,__NA__,Finance & Investments,15.59,11.67,11.35,7.94,14.13,14.13,14.23,0.21,90.64,72.8,11.15,246.23,33.59040274207369,42.94710327455918,15.794098781270044,21.694273127753302,High Profitability
PNB Gilts,PNBGILTS,Finance & Investments,1576.36,1485.06,69.41,14.77,1506.48,1506.48,1521.85,3.86,96.52,4.25,6.81,2480.55,6.147899748158321,369.9390656736628,1.5735935953716158,35.737645872352694,Low Profitability
PNB Housing,PNBHOUSING,Finance - Housing,7013.74,6839.83,1527.42,1366.53,6234.1,6234.1,6285.08,58.81,89.46,21.78,9.27,20476.97,2.5426070530992706,11.773616386028854,2.91955076749352,13.406247135692867,High Profitability
PNC Infratech,PNCINFRA,Construction,8649.87,8354.57,909.42,659.51,1909.23,1909.23,2086.04,35.45,23.17,10.51,16.06,12351.11,3.5345924446141583,37.893284408121175,1.427895448139683,13.581304567746477,Moderate Profitability
PNGS Gargi FJ,__NA__,Trading,50.48,42.19,8.46,7.47,11.51,11.51,11.84,8.79,22.23,16.76,43.38,577.68,19.649205972979377,13.253012048192787,11.443740095087163,68.2836879432624,High Profitability
POCL Enterprises,__NA__,Mining / Minerals / Metals,1120.44,1055.68,17.74,12.88,37.48,37.48,39.22,31.81,3.47,1.58,23.82,239.24,6.134434677174901,37.73291925465836,0.21352325871978864,13.485907553551298,Low Profitability
Poddar Pigments,PODDARMENT,Dyes And Pigments,369.01,357.69,28.82,27.53,39.11,39.11,45.83,27.16,10.66,7.81,12.18,480.38,3.164751600547959,4.685797312023244,1.3018075390910815,16.668285912560723,Moderate Profitability
