Name,NSE Code,Industry,Sales,Sales preceding 12months,Net profit,Net profit preceding 12months,EBIT,EBIT last year,EBIDT last year,EPS,OPM,NPM last year,Return on capital employed,Market Capitalization,Profitability Category
Singer India,__NA__,Engineering,425.41,426.56,4.5,2.42,6.05,6.05,8.68,0.74,0.39,0.95,4.26,550.43,Low Profitability
Sinnar Bidi Udy.,__NA__,Miscellaneous,4.8,4.84,0.12,0.49,0.21,0.21,0.23,3.0,-1.46,2.5,4.76,28.31,Low Profitability
Sintercom India,SINTERCOM,Auto Ancillaries,87.71,83.91,1.15,0.98,6.01,6.01,14.65,0.42,16.57,1.31,4.59,379.43,Low Profitability
Sintex Plastics,SPTL,Plastics Products,0.59,1.2,-555.33,-559.12,-549.02,-547.16,-547.16,-8.73,-93059.32,-18038.34,-275.83,67.43,Loss-making
Sir Shadi Lal,__NA__,Sugar,462.15,467.61,-9.19,-23.81,-4.84,-4.84,5.14,-17.5,1.03,-1.99,-0.71,192.91,Loss-making
Sirca Paints,SIRCA,Trading,311.72,297.35,51.44,48.41,69.09,69.09,75.04,9.39,22.03,16.5,24.06,1779.92,High Profitability
Sirohia & Sons,__NA__,Trading,0.0,,-0.05,,0.05,0.05,0.06,-0.05,,,0.18,10.42,Unknown
SIS,SIS,Miscellaneous,12261.43,12119.46,190.04,294.83,416.43,416.43,582.76,13.19,4.23,1.53,10.34,6453.41,Low Profitability
Sita Enterprises,__NA__,Finance & Investments,3.17,2.79,2.82,2.43,2.96,2.96,2.96,9.4,93.38,88.96,22.86,16.0,High Profitability
Siti Networks,SITINET,Entertainment / Electronic Media Software,1294.31,1307.11,-354.96,-351.05,-244.55,-189.59,154.79,-3.42,4.03,-22.79,-49.9,56.68,Loss-making
Siyaram,__NA__,Mining / Minerals / Metals,412.99,,7.52,,16.85,16.85,18.31,4.0,4.13,1.82,14.85,138.14,Low Profitability
Siyaram Silk,SIYSIL,Textiles - Processing,2087.18,2135.59,184.68,204.02,267.37,267.37,322.4,40.71,13.65,8.85,20.41,2352.22,Moderate Profitability
Sizemasters Tech,__NA__,Auto Ancillaries,12.74,9.8,1.57,1.3,2.4,2.4,2.47,1.79,16.64,12.32,,238.6,Moderate Profitability
SJ Corp,__NA__,Diamond Cutting / Jewellery,15.55,23.39,0.01,0.05,0.01,0.01,0.1,0.01,0.51,0.06,0.11,35.0,Low Profitability
SJS Enterprises,SJS,Plastics Products,627.8,547.59,85.38,73.55,121.17,121.17,159.91,27.33,24.24,13.6,21.91,2442.56,Moderate Profitability
SJVN,SJVN,Power Generation And Supply,2579.37,2600.23,911.44,867.57,1551.97,1551.97,2109.11,2.32,70.07,32.96,4.98,51480.31,High Profitability
SKF India,SKFINDIA,Bearings,4570.13,4461.4,551.77,499.78,737.0,737.0,811.6,111.61,15.7,12.07,29.18,32702.96,Moderate Profitability
SKIL Infrastr,SKIL,Construction,0.0,0.0,845.29,1170.28,31.42,4.49,4.51,39.03,,,0.21,134.28,Unknown
Skipper,SKIPPER,Engineering,3282.04,2785.89,74.68,71.65,275.5,275.5,328.03,6.61,9.73,2.28,20.13,3874.07,Low Profitability
SKM Egg Prod.,SKMEGGPROD,Food - Processing - Indian,701.13,725.51,85.4,105.09,124.27,124.27,135.78,32.44,17.48,12.18,35.18,688.4,Moderate Profitability
SKP Bearing,SKP,Bearings,51.66,,10.68,,16.4,16.4,17.71,6.43,33.78,20.67,,375.58,High Profitability
SKP Securities,__NA__,Finance & Investments,30.88,27.28,8.65,6.19,11.86,11.86,12.37,12.7,40.06,28.01,30.32,97.11,High Profitability
Sky Gold,SKYGOLD,Diamond Cutting / Jewellery,1745.48,1502.03,40.48,32.95,74.63,74.63,80.99,30.58,4.43,2.32,18.69,2198.72,Low Profitability
Sky Industries,__NA__,Textiles - Products,81.66,78.59,4.14,3.67,6.83,6.83,8.58,5.25,8.66,5.07,13.3,71.01,Moderate Profitability
Skyline Millars,__NA__,Construction,0.0,0.0,-0.99,-1.48,-0.95,-0.95,-0.94,-0.25,,-1073.33,-3.76,103.01,Loss-making
Skyline Ventures,__NA__,Trading,0.0,0.0,-0.62,-0.47,-0.62,-0.62,-0.61,-1.56,,,-12.14,5.83,Unknown
Slone,SLONE,Computers - Hardware,60.69,,4.19,,5.92,5.92,6.86,10.83,10.69,6.9,122.06,87.46,Moderate Profitability
SM Auto Stamping,__NA__,Auto Ancillaries,67.56,,3.0,,5.92,5.92,7.24,2.19,9.47,4.41,23.01,68.44,Low Profitability
Smart Finsec,__NA__,Finance & Investments,25.07,28.58,2.37,1.91,3.08,3.08,3.14,0.79,12.52,9.45,21.96,43.62,Moderate Profitability
Smartlink Hold.,SMARTLINK,Finance & Investments,209.18,180.39,7.06,0.19,10.94,10.94,14.4,7.08,6.52,3.38,4.98,280.3,Low Profitability
SMC Global Sec.,SMCGLOBAL,Finance & Investments,1642.5,1432.53,188.28,143.92,399.79,399.79,431.89,17.89,26.14,11.46,17.99,1694.6,Moderate Profitability
SMIFS Cap. Mkt.,__NA__,Finance & Investments,234.1,237.17,2.41,2.03,3.3,3.3,3.56,4.32,-0.94,1.03,2.68,30.63,Low Profitability
Smiths & Founder,__NA__,Castings & Forgings,11.66,11.26,0.63,0.36,0.9,0.9,1.14,0.06,8.83,5.4,4.25,51.21,Moderate Profitability
SML ISUZU,SMLISUZU,Automobiles - LCVs / HCVs,2195.93,2099.55,107.88,82.35,136.8,136.8,184.32,74.55,8.15,4.91,23.81,3027.78,Low Profitability
Smruthi Organic,__NA__,Pharmaceuticals - Indian - Bulk Drugs,127.64,124.76,3.59,2.76,6.38,6.38,12.03,3.14,9.36,2.81,8.22,184.9,Low Profitability
SMS Lifesciences,SMSLIFE,Pharmaceuticals - Indian - Bulk Drugs & Formln,305.96,279.69,6.32,1.96,20.0,20.0,34.94,30.07,10.17,2.07,6.86,257.4,Low Profitability
SMS Pharma.,SMSPHARMA,Pharmaceuticals - Indian - Bulk Drugs,709.26,612.89,49.42,41.57,89.79,89.79,121.31,5.83,16.47,6.97,11.22,1961.38,Moderate Profitability
SMVD Poly Pack,SMVD,Plastics Products,24.79,,-53.78,,-4.29,-4.29,-3.62,-53.62,-14.93,-22.83,-7.64,12.74,Loss-making
SNL Bearings,__NA__,Bearings,47.69,47.56,7.82,7.28,10.74,10.74,12.31,21.65,21.7,16.4,18.88,132.87,High Profitability
Snowman Logistic,SNOWMAN,Miscellaneous,503.37,489.19,12.71,15.66,49.05,49.05,108.32,0.76,20.17,2.52,7.13,1288.77,Low Profitability
Sobha,SOBHA,Construction,3096.95,3544.01,49.11,90.66,319.74,319.74,397.96,4.59,8.94,1.59,7.12,21043.7,Low Profitability
Sobhagya Mercant,__NA__,Diversified - Medium / Small,120.11,133.0,11.58,12.13,17.5,17.5,18.03,13.79,15.01,9.64,33.79,24.36,Moderate Profitability
Sofcom Systems,__NA__,Computers - Software - Medium / Small,0.39,1.63,0.06,0.32,0.28,1.03,1.03,0.14,71.79,27.9,18.48,13.97,High Profitability
Softrak Venture,__NA__,Finance & Investments,0.06,0.58,2.16,0.02,2.89,2.89,2.89,0.48,-233.33,3600.0,6.48,62.65,High Profitability
Softsol India,__NA__,Computers - Software - Medium / Small,74.64,72.41,10.89,21.95,8.1,8.1,10.35,7.38,12.86,6.52,5.02,524.64,Moderate Profitability
Softtech Enginee,SOFTTECH,Computers - Software - Medium / Small,78.78,74.75,3.33,2.22,10.21,10.21,23.65,2.79,27.11,4.23,6.62,490.98,Low Profitability
Solar Industries,SOLARINDS,Chemicals,6069.52,6387.35,875.23,853.1,1381.83,1381.83,1525.21,92.38,24.42,15.77,32.47,90802.73,High Profitability
Solara Active,SOLARA,Pharmaceuticals - Indian - Bulk Drugs & Formln,1288.92,1406.9,-566.96,-307.75,-193.14,-193.14,-89.81,-118.21,-7.38,-31.61,-8.65,2386.25,Loss-making
Solex Energy,SOLEX,Electric Equipment,365.92,,8.73,,22.04,22.04,30.5,10.91,7.76,2.39,21.28,1188.0,Low Profitability
Solid Stone Co,__NA__,Trading,24.02,25.34,0.85,0.89,3.35,3.35,4.24,1.58,17.32,3.54,8.29,18.82,Low Profitability
Solitaire Mach.,__NA__,Engineering,20.86,22.39,1.8,1.78,2.48,2.48,3.04,3.96,12.9,8.34,13.18,49.3,Moderate Profitability
Som Datt Finance,__NA__,Finance & Investments,15.03,11.1,12.1,9.0,13.7,13.7,13.71,12.09,91.22,80.51,46.59,114.31,High Profitability
Som Distilleries,SDBL,Breweries & Distilleries,1280.67,1151.65,86.5,82.38,133.82,133.82,155.17,4.46,11.67,6.75,19.43,2202.22,Moderate Profitability
Soma Papers,__NA__,Paper,0.0,0.0,-0.36,0.06,-0.36,-0.36,-0.36,-2.57,,,-82.76,10.5,Unknown
Soma Textiles,SOMATEX,Trading,5.73,7.48,21.1,-0.61,2.24,2.24,2.56,6.39,-58.64,26.53,2.39,114.26,High Profitability
Somany Ceramics,SOMANYCERA,Ceramics - Tiles / Sanitaryware,2591.35,2533.05,99.38,89.9,191.32,191.32,263.83,23.63,9.77,3.89,14.5,3396.12,Low Profitability
Somi Conv.Belt.,SOMICONVEY,Miscellaneous,102.11,102.46,4.55,4.64,7.89,7.89,9.06,3.86,8.57,4.46,9.26,226.05,Low Profitability
Sona BLW Precis.,SONACOMS,Auto Ancillaries,2893.11,2797.41,484.48,497.52,653.72,653.72,856.31,8.26,28.55,16.72,23.76,38125.79,High Profitability
Sona Machinery,SONAMAC,Engineering,95.3,,10.47,,14.17,14.17,15.37,7.63,15.72,10.99,101.8,286.83,Moderate Profitability
Sonal Adhesives,__NA__,Packaging,100.65,95.97,1.85,2.22,3.17,3.17,3.87,3.05,2.86,1.84,25.27,47.26,Low Profitability
Sonal Mercantile,__NA__,Finance & Investments,39.32,38.02,24.2,21.41,38.93,38.93,38.99,16.42,98.8,61.55,6.5,162.85,High Profitability
Sonalis Consumer,__NA__,Trading,4.08,,0.02,,0.03,0.03,0.05,0.1,0.49,0.49,0.26,13.49,Low Profitability
Sonam,SONAMLTD,Miscellaneous,87.64,82.74,5.52,4.41,10.27,10.27,12.86,1.38,13.84,6.3,13.1,157.69,Moderate Profitability
Sonata Software,SONATSOFTW,Computers - Software - Medium / Small,8613.06,8334.95,308.5,311.9,721.05,721.05,852.98,11.0,8.45,4.76,35.49,17024.58,Low Profitability
Soni Medicare,__NA__,Healthcare,28.53,26.73,-1.68,-1.7,-0.77,-0.77,-0.25,-3.94,-0.88,-5.89,-6.58,10.98,Loss-making
Sonu Infratech,SONUINFRA,Construction,90.4,,2.88,,6.77,6.77,10.65,3.67,11.6,3.19,12.41,53.3,Low Profitability
Sotac Pharma.,SOTAC,Pharmaceuticals - Indian - Bulk Drugs & Formln,103.83,89.37,4.28,3.24,5.89,5.89,8.99,3.87,8.19,4.23,14.11,151.11,Low Profitability
Source Industrie,__NA__,Textiles - Processing,0.07,0.07,-0.15,-0.16,-0.15,-0.15,-0.15,-0.13,-214.29,-214.29,-3.28,2.88,Loss-making
Source Natural,__NA__,Pharmaceuticals - Indian - Bulk Drugs & Formln,27.3,27.3,1.74,2.66,3.42,3.42,4.46,2.7,16.3,6.48,18.39,118.28,Moderate Profitability
South Asian Ent.,__NA__,Trading,5.17,5.42,-1.37,-1.45,-0.96,-0.96,-0.14,-2.2,-16.25,-26.5,-14.68,20.79,Loss-making
South Ind.Bank,SOUTHBANK,Banks - Private Sector,8612.8,8311.09,1070.08,1116.41,6809.5,6809.5,6809.5,4.09,61.47,12.42,6.47,7065.94,Moderate Profitability
South West Pinn.,SOUTHWEST,Mining / Minerals / Metals,133.33,126.32,7.08,8.17,18.21,18.21,26.99,2.54,18.43,5.31,9.12,329.37,Moderate Profitability
South. Magnesium,__NA__,Mining / Minerals / Metals,9.47,8.62,3.33,3.3,4.55,4.55,4.6,11.1,44.98,35.16,48.56,64.5,High Profitability
Southern Infosys,__NA__,Trading,18.56,14.73,0.28,0.02,0.3,0.3,0.38,0.56,0.86,1.51,5.4,10.05,Low Profitability
Southern Latex,__NA__,Textiles - Products,0.0,0.0,0.24,0.22,0.28,0.28,0.29,0.33,,,4.35,22.08,Unknown
Sover. Diamonds,__NA__,Diamond Cutting / Jewellery,28.42,27.77,1.38,1.43,3.0,3.0,3.5,2.38,12.32,4.86,10.6,16.74,Low Profitability
SP Refractories,SPRL,Refractories / Intermediates,28.81,,1.56,,2.6,2.6,2.93,8.72,10.07,5.41,18.11,54.49,Moderate Profitability
SPA CAPT SER,__NA__,Finance & Investments,21.08,20.56,0.65,0.6,0.57,0.57,0.7,2.11,3.32,3.08,1.44,16.85,Low Profitability
Space Incubatric,__NA__,Miscellaneous,0.0,0.0,0.03,-4.47,0.04,0.04,0.09,0.01,,,0.44,5.64,Unknown
Spacenet Enterpr,SPCENET,Trading,128.21,108.79,10.69,10.08,10.83,10.83,11.17,0.19,8.45,8.34,14.4,1800.38,Moderate Profitability
Span Divergent,__NA__,Miscellaneous,12.66,13.01,0.78,-3.73,1.43,1.43,3.07,1.79,10.9,5.53,65.9,15.57,Moderate Profitability
Spandana Sphoort,SPANDANA,Finance & Investments,2299.76,2137.71,467.88,461.92,1523.4,1523.4,1543.13,65.62,62.44,20.34,14.14,5131.16,High Profitability
SPARC,SPARC,Miscellaneous,75.55,106.68,-388.11,-363.41,-386.45,-386.45,-374.32,-11.96,-534.47,-513.71,-108.93,7807.98,Loss-making
Sparc Electrex,__NA__,Trading,7.39,3.52,0.1,0.19,0.57,0.57,0.57,0.12,7.58,1.35,4.74,20.05,Low Profitability
Speciality Rest.,SPECIALITY,Hotels,404.7,396.02,30.01,81.94,49.86,49.86,91.76,6.11,17.32,7.42,11.44,852.77,Moderate Profitability
Spectra Industri,__NA__,Auto Ancillaries,0.0,0.0,-2.47,-2.72,-0.73,-1.15,-0.62,-3.49,,,-40.85,3.5,Unknown
Spectrum Electr.,SPECTRUM,Electric Equipment,334.29,,19.72,,36.24,36.24,45.09,12.64,13.49,5.9,18.94,3558.3,Moderate Profitability
Spectrum Foods,__NA__,Food - Processing - Indian,21.83,20.06,1.33,3.08,2.2,2.2,3.21,0.55,13.56,6.09,104.02,13.3,Moderate Profitability
Spectrum Talent,SPECTSTM,Diversified - Medium / Small,1016.2,,11.6,,10.38,10.38,11.84,5.02,0.92,1.14,17.41,256.8,Low Profitability
Spel Semiconduct,__NA__,Electronics - Components,13.76,13.7,-8.26,-12.85,4.48,6.95,10.9,-1.79,1.96,52.15,8.75,1039.78,High Profitability
Spencer's Retail,SPENCERS,Trading,2345.03,2341.61,-266.15,-246.69,-118.52,-118.52,13.95,-29.53,-0.5,-11.35,-9.89,819.03,Loss-making
Spenta Intl.,__NA__,Textiles - Products,35.15,36.58,1.1,1.46,3.29,3.29,4.24,3.98,8.36,3.13,6.69,32.07,Low Profitability
Spice IslandsInd,__NA__,Textiles - Products,0.9,0.62,0.32,0.18,0.38,0.38,0.42,0.74,-1.11,35.56,223.53,16.07,High Profitability
SpiceJet,__NA__,Transport - Airlines,7894.37,8420.01,-147.9,-531.7,324.41,-1004.16,18.58,-1.55,-3.02,-17.05,-36.58,4189.18,Loss-making
SPL Industries,SPLIL,Trading,199.25,185.81,11.75,10.9,18.51,18.51,21.64,4.05,4.99,5.9,9.32,179.68,Moderate Profitability
SPML Infra,SPMLINFRA,Construction,1318.97,1321.26,-1.61,15.64,54.76,54.76,57.13,-1.42,1.01,-0.16,3.5,819.41,Loss-making
Sportking India,SPORTKING,Textiles - Spinning - Synthetic / Blended,2377.14,2299.63,70.35,78.35,154.97,154.97,240.86,55.36,8.63,2.96,9.6,1092.49,Low Profitability
Sprayking Ltd,__NA__,Mining / Minerals / Metals,101.66,89.43,8.92,8.26,13.78,13.78,15.73,1.02,15.11,8.77,,213.07,Moderate Profitability
Spright Agro,__NA__,Miscellaneous,72.47,30.89,11.62,5.82,12.68,12.68,12.68,0.22,17.33,16.03,38.62,2701.27,High Profitability
SPS Finquest,__NA__,Finance & Investments,8.29,9.23,3.31,-0.18,2.32,2.32,2.36,3.27,27.99,39.93,3.08,69.95,High Profitability
SPS Intl.,__NA__,Trading,0.03,0.04,-0.36,-0.31,-0.35,-0.35,-0.35,-0.85,-1166.67,-1200.0,-9.14,15.09,Loss-making
Square Four Pro.,__NA__,Construction,0.0,0.0,-0.16,-0.16,-0.16,-0.16,-0.16,-0.08,,,,14.86,Unknown
Sr. Jayala. Auto,__NA__,Textiles - Cotton/Blended,0.0,0.0,3.21,3.23,3.21,3.21,3.22,7.17,,,313.17,4.53,Unknown
Sr.Rayala.Hypo,SRHHYPOLTD,Chemicals,866.01,1136.08,80.42,130.6,123.57,123.57,134.15,46.85,12.78,10.21,15.7,950.93,Moderate Profitability
Sreechem Resins,__NA__,Chemicals,52.97,42.57,2.34,-0.09,3.66,3.66,4.16,5.85,7.7,4.42,22.23,34.92,Low Profitability
Sreeleathers,SREEL,Trading,217.68,216.36,26.85,28.8,36.95,36.95,38.13,11.6,17.25,12.33,9.29,664.56,Moderate Profitability
Srestha Finvest,__NA__,Finance & Investments,12.75,8.44,1.74,-7.93,5.77,5.77,6.31,0.02,48.94,13.65,4.18,153.34,Moderate Profitability
SRF,SRF,Chemicals,13138.52,13346.87,1335.71,1475.95,1989.77,1989.77,2662.39,45.06,19.67,10.14,12.71,72185.37,Moderate Profitability
SRG Housing,SRGHFL,Finance - Housing,124.8,115.03,21.06,19.15,76.91,76.91,82.69,15.83,64.76,16.88,13.51,439.83,High Profitability
Sri Adhik. Bros.,SABTNL,Entertainment / Electronic Media Software,2.76,0.32,-21.27,-21.35,-21.09,-21.09,-2.36,-8.38,-103.62,-770.65,,615.12,Loss-making
Sri Havisha,HAVISHA,Hotels,14.4,14.6,-4.15,-1.93,1.23,1.23,3.48,-0.14,12.22,-28.82,2.35,78.57,Loss-making
Sri KPR Inds.,__NA__,Power Generation And Supply,13.75,13.5,7.88,5.45,10.19,10.19,13.78,3.91,47.49,57.31,8.95,72.73,High Profitability
Sri Lak.Sar.Arni,__NA__,Textiles - Cotton/Blended,127.12,133.22,-19.98,-21.35,-15.62,-15.62,-13.69,-59.95,-11.03,-15.72,,15.32,Loss-making
Sri Nacha. Cott.,__NA__,Textiles - Cotton/Blended,66.36,67.35,-4.79,-6.74,-2.54,-2.54,-1.39,-11.14,-3.83,-7.22,-3.56,16.17,Loss-making
Sri Ramakr. Mill,__NA__,Textiles - Cotton/Blended,59.07,50.57,6.48,6.47,11.44,11.44,12.95,9.1,20.91,9.53,23.43,43.83,Moderate Profitability
Srivari Spices &,SSFL,Food - Processing - Indian,78.28,,7.03,,11.72,11.72,12.57,9.84,16.06,8.98,,189.27,Moderate Profitability
Srivasavi Adhes.,SRIVASAVI,Packaging,77.33,,5.15,,7.23,7.23,8.1,3.63,10.03,6.66,23.77,163.14,Moderate Profitability
SRM Contractors,SRM,Construction,342.42,,26.97,,40.3,40.3,49.22,16.11,12.16,7.88,28.05,411.98,Moderate Profitability
SRM Energy Ltd,__NA__,Power Generation And Supply,0.0,0.0,-0.79,-1.53,-0.77,-0.77,-0.77,-0.87,,,-135.09,14.07,Unknown
SRU Steels,__NA__,Trading,18.32,26.33,0.32,0.71,0.44,0.44,0.52,0.27,2.84,1.75,3.27,11.8,Low Profitability
SSPDL Ltd,__NA__,Construction,19.5,24.41,-2.84,-0.79,-1.03,-1.03,-0.83,-2.2,-40.56,-14.56,-1.96,24.26,Loss-making
SSPN FINANCE,__NA__,Finance & Investments,0.35,,0.02,,0.11,0.11,0.11,0.05,31.43,5.71,1.98,3.2,Moderate Profitability
St Bk of India,SBIN,Banks - Public Sector,439188.51,419802.32,69543.42,66109.45,351001.31,351001.31,354850.43,75.17,45.41,15.84,6.16,754263.57,High Profitability
Standard Battery,__NA__,Trading,0.0,0.0,-0.05,-5.19,-0.05,-0.05,-0.05,-0.19,,,-7.52,47.68,Unknown
Standard Inds.,SIL,Trading,26.9,25.11,-0.13,-15.73,-2.57,-2.57,0.15,-0.02,-42.71,-0.48,-1.55,164.75,Loss-making
Standard Shoe,__NA__,Trading,0.0,0.0,-0.66,-0.33,-0.66,-0.66,-0.66,-1.27,,,,6.68,Unknown
Standard Surfact,__NA__,Detergents / Intermediates,130.99,127.28,1.48,1.52,3.0,3.0,3.39,1.79,2.31,1.13,5.43,51.98,Low Profitability
Stanley Lifesty.,STANLEY,Miscellaneous,419.0,,34.98,,62.28,62.28,90.53,44.61,20.1,8.3,17.53,2279.66,Moderate Profitability
Stanpacks(India),__NA__,Packaging,27.38,27.62,0.27,-0.37,0.73,0.73,1.1,0.44,3.87,0.99,4.37,6.59,Low Profitability
Stanrose Mafat.,__NA__,Finance & Investments,1.39,1.41,-7.45,-1.99,-2.14,-2.14,-1.66,-18.78,-120.14,-148.92,-3.85,33.26,Loss-making
Star Cement,STARCEMENT,Cement - North India,2910.67,2826.29,295.11,303.57,436.18,436.18,582.78,7.3,19.11,10.14,16.43,8548.41,Moderate Profitability
Star Delta Trans,__NA__,Electric Equipment,140.15,142.02,11.12,12.5,16.38,16.38,17.09,37.06,9.35,7.93,23.24,247.52,Moderate Profitability
Star Health Insu,STARHEALTH,Finance & Investments,14022.37,13464.51,845.01,804.49,1128.85,1128.85,1128.85,14.44,8.02,6.03,17.21,32985.67,Moderate Profitability
Star Housing Fin,__NA__,Finance - Housing,58.62,53.89,8.88,8.76,39.3,39.3,39.97,1.13,63.05,15.15,10.9,432.96,High Profitability
Star Paper Mills,STARPAPER,Paper,444.47,467.45,64.0,66.14,83.55,83.55,88.99,41.0,12.84,14.72,13.4,401.88,Moderate Profitability
Starcom Info.,__NA__,Computers - Software - Medium / Small,1.8,2.02,-7.69,-4.94,-5.83,-5.83,-5.4,-15.38,-301.11,-427.22,-93.65,30.15,Loss-making
Starlineps Enter,__NA__,Trading,29.76,23.1,1.79,2.16,2.48,2.48,2.49,0.41,6.52,6.01,9.77,605.0,Moderate Profitability
Starlit Power,__NA__,Mining / Minerals / Metals,0.0,0.54,-3.8,-13.87,-1.16,-1.16,-0.26,-3.78,,-2472.73,-9.22,5.14,Loss-making
Starlite Comp.,__NA__,Trading,3.13,3.12,10.36,0.25,0.25,0.25,0.65,6.06,20.45,7.99,,4.35,Moderate Profitability
Starlog Enterp.,__NA__,Miscellaneous,12.45,11.48,-2.69,1.01,2.22,2.22,6.17,-1.96,-54.46,-21.61,1.42,42.93,Loss-making
Starteck Fin.,STARTECK,Finance & Investments,37.33,35.39,15.9,27.48,30.25,30.25,30.79,16.04,81.33,42.59,7.9,289.08,High Profitability
Std. Capital Mkt,__NA__,Finance & Investments,27.4,20.26,10.71,9.82,26.51,26.51,26.7,0.07,84.42,39.09,8.18,242.55,High Profitability
Steel City Sec.,STEELCITY,Finance & Investments,59.18,55.7,11.86,9.45,16.11,16.11,17.15,7.85,23.23,20.04,13.67,140.99,High Profitability
Steel Exchange,STEELXIND,Steel - Medium / Small,1089.17,1175.24,10.89,-51.48,79.14,79.14,100.45,0.09,8.85,1.0,8.29,1731.31,Low Profitability
Steel Str. Wheel,SSWL,Auto Ancillaries,4357.1,4293.34,674.68,206.41,373.0,373.0,477.22,42.99,10.64,6.0,17.5,3490.12,Moderate Profitability
Steel Strips Inf,__NA__,Construction,1.22,1.17,25.53,38.09,25.86,25.86,25.87,29.54,-87.7,2092.62,,29.06,High Profitability
Steelcast,STEELCAS,Castings & Forgings,409.81,431.73,75.0,75.83,101.96,101.96,119.88,37.06,28.59,18.3,40.1,1298.93,High Profitability
Steelman Telecom,__NA__,Telecommunications - Service Provider,219.75,,-12.04,,-7.68,-7.68,8.3,-3.29,3.27,-5.48,-9.35,152.88,Loss-making
STEL Holdings,STEL,Finance & Investments,18.46,18.18,13.27,12.98,17.74,17.74,17.81,7.19,96.48,71.89,1.53,854.06,High Profitability
Stellant Secu.,__NA__,Finance & Investments,0.45,0.45,0.36,0.32,0.37,0.37,0.37,4.86,77.78,80.0,25.17,1.3,High Profitability
Stellar Capital,__NA__,Finance & Investments,2.34,,-0.77,,-0.75,-0.75,-0.7,-0.31,-29.91,-32.91,-1.59,10.73,Loss-making
Step Two Corp.,__NA__,Finance & Investments,0.24,2.1,-0.3,1.51,-0.46,-0.46,-0.46,-0.71,-445.83,-125.0,-7.93,12.81,Loss-making
Stephanotis Fin.,__NA__,Finance & Investments,0.79,0.8,-0.13,-0.1,-0.16,-0.13,-0.13,-0.2,-20.25,-12.5,-0.49,22.52,Loss-making
Sterling & Wils.,SWSOLAR,Engineering - Turnkey Services,3035.37,1945.79,-210.79,-633.33,46.2,46.2,62.85,-9.09,-0.74,-6.94,2.83,16758.93,Loss-making
Sterling Green,__NA__,Hotels,2.49,3.75,-1.87,-1.06,-1.49,-1.49,-0.96,-4.41,-38.55,-75.1,-5.64,13.98,Loss-making
Sterling Guaran.,__NA__,Miscellaneous,0.0,0.0,-0.07,-0.08,-0.07,-0.07,-0.07,-0.11,,18.75,-700.0,20.4,High Profitability
Sterling Powerg.,__NA__,Electric Equipment,6.88,0.57,2.84,1.46,2.97,2.97,3.21,5.57,-7.56,41.28,31.56,18.04,High Profitability
Sterling Tools,STERTOOLS,Fasteners,931.97,874.39,55.37,46.89,81.26,81.26,114.31,15.37,11.56,5.91,14.8,1333.62,Moderate Profitability
Sterlite Tech.,STLTECH,Cables - Telephone,5478.0,6210.0,-57.0,88.0,296.0,296.0,631.0,-1.28,10.41,-1.17,5.13,6777.76,Loss-making
STL Global,SGL,Textiles - Processing,86.79,83.66,-2.58,-1.74,-1.6,-1.6,-0.2,-0.94,-0.6,-2.97,-4.27,49.38,Loss-making
Storage Tech,__NA__,Engineering,88.87,,5.81,,10.29,10.29,12.28,6.46,13.39,6.54,,259.35,Moderate Profitability
Stove Kraft,STOVEKRAFT,Domestic Appliances,1364.33,1317.17,34.14,25.49,69.59,69.59,118.87,10.33,8.71,2.5,10.74,2052.01,Low Profitability
Stovec Inds.,__NA__,Textile Machinery,222.82,207.26,11.35,9.05,14.63,11.54,17.9,54.36,7.61,4.37,7.36,674.87,Low Profitability
Stratmont Indus.,__NA__,Trading,87.25,77.69,0.76,1.17,1.54,1.54,2.1,2.17,2.13,0.87,7.41,13.38,Low Profitability
Strides Pharma,STAR,Pharmaceuticals - Indian - Bulk Drugs & Formln,4051.12,3953.46,-94.31,-118.54,386.56,386.56,607.24,-7.68,14.01,0.08,7.91,8602.02,Low Profitability
Sturdy Industrie,__NA__,Aluminium and Aluminium Products,0.34,0.7,-9.18,-8.73,-11.67,-11.67,-9.51,-0.61,-2811.76,-2700.0,-7.06,6.81,Loss-making
Stylam Industrie,STYLAMIND,Miscellaneous,914.08,911.03,128.4,117.62,167.91,167.91,190.17,75.76,20.18,14.14,33.72,3227.17,Moderate Profitability
Styrenix Perfor.,STYRENIX,Petrochemicals,2222.17,2238.75,173.17,166.24,236.02,236.02,272.8,98.47,11.86,7.79,31.47,3788.29,Moderate Profitability
Subex,SUBEXLTD,Computers - Software - Medium / Small,309.72,273.19,-191.73,-82.4,-24.52,-24.52,-8.93,-3.4,-5.06,-18.67,-5.35,1677.53,Loss-making
Subhash Silk,__NA__,Textiles - Products,0.0,0.0,0.46,0.24,0.81,0.81,1.33,1.08,,1400.0,7.35,9.45,High Profitability
Subros,SUBROS,Auto Ancillaries,3070.57,2987.17,97.61,85.46,152.32,152.32,268.83,14.96,8.28,3.18,16.5,4350.57,Low Profitability
Sudal Industries,__NA__,Aluminium and Aluminium Products,144.11,148.6,121.18,108.79,5.57,5.57,7.36,164.47,5.05,-2.49,,38.35,Loss-making
Sudarshan Chem.,SUDARSCHEM,Dyes And Pigments,2538.77,2465.72,357.45,331.98,192.33,192.33,333.5,51.63,12.46,4.65,11.75,6560.32,Low Profitability
